,sign,Domain,Phylum,Class,Order,Family,Genus,Species
OTU776,NS,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,uncl_Phaeosphaeriaceae,uncl_Phaeosphaeriaceae
OTU2467,Generalists,Fungi,Ascomycota,Dothideomycetes,Pleosporales,uncl_Pleosporales,uncl_Pleosporales,uncl_Pleosporales
OTU1643,Generalists,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Alternaria,uncl_Alternaria
OTU1156,Specialists,Fungi,Ascomycota,Dothideomycetes,uncl_Dothideomycetes,uncl_Dothideomycetes,uncl_Dothideomycetes,uncl_Dothideomycetes
OTU7766,Generalists,Fungi,Ascomycota,uncl_Ascomycota,uncl_Ascomycota,uncl_Ascomycota,uncl_Ascomycota,uncl_Ascomycota
OTU148,NS,Fungi,Ascomycota,Dothideomycetes,uncl_Dothideomycetes,uncl_Dothideomycetes,uncl_Dothideomycetes,uncl_Dothideomycetes
OTU4217,Generalists,Fungi,Ascomycota,Sordariomycetes,uncl_Sordariomycetes,uncl_Sordariomycetes,uncl_Sordariomycetes,uncl_Sordariomycetes
OTU10931,Generalists,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,uncl_Nectriaceae,uncl_Nectriaceae
OTU1294,NS,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,uncl_Herpotrichiellaceae,uncl_Herpotrichiellaceae
OTU13030,Generalists,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,uncl_Fusarium
OTU5402,NS,Fungi,Ascomycota,Leotiomycetes,Helotiales,Hyaloscyphaceae,Lachnum,uncl_Lachnum
OTU1809,Generalists,Fungi,Ascomycota,Sordariomycetes,Amphisphaeriales,Pestalotiopsidaceae,uncl_Pestalotiopsidaceae,uncl_Pestalotiopsidaceae
OTU14,Generalists,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Bionectriaceae,Ijuhya,uncl_Ijuhya
OTU176,Generalists,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Talaromyces,uncl_Talaromyces
OTU223,Generalists,Fungi,Ascomycota,uncl_Ascomycota,uncl_Ascomycota,uncl_Ascomycota,uncl_Ascomycota,uncl_Ascomycota
OTU12045,Generalists,Fungi,Ascomycota,uncl_Ascomycota,uncl_Ascomycota,uncl_Ascomycota,uncl_Ascomycota,uncl_Ascomycota
OTU520,Generalists,Fungi,Ascomycota,Sordariomycetes,Trichosphaeriales,Trichosphaeriaceae,Nigrospora,uncl_Nigrospora
OTU9,Generalists,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Hypocreaceae,uncl_Hypocreaceae,uncl_Hypocreaceae
OTU2378,Specialists,Fungi,Basidiomycota,Agaricomycetes,Cantharellales,Tulasnellaceae,Tulasnella,uncl_Tulasnella
OTU4911,NS,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Hypocreales_fam_Incertae_sedis,Acremonium,uncl_Acremonium
OTU1383,Generalists,Fungi,Ascomycota,Sordariomycetes,uncl_Sordariomycetes,uncl_Sordariomycetes,uncl_Sordariomycetes,uncl_Sordariomycetes
OTU3283,NS,Fungi,Chytridiomycota,Rhizophlyctidomycetes,Rhizophlyctidales,Rhizophlyctidaceae,Rhizophlyctis,uncl_Rhizophlyctis
OTU880,NS,Fungi,Ascomycota,uncl_Ascomycota,uncl_Ascomycota,uncl_Ascomycota,uncl_Ascomycota,uncl_Ascomycota
OTU143,Specialists,Fungi,Basidiomycota,Agaricomycetes,Agaricales,uncl_Agaricales,uncl_Agaricales,uncl_Agaricales
OTU4228,NS,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Hypocreales_fam_Incertae_sedis,Acremonium,uncl_Acremonium
OTU120,Generalists,Fungi,Basidiomycota,Agaricomycetes,Agaricales,uncl_Agaricales,uncl_Agaricales,uncl_Agaricales
OTU163,NS,Fungi,Ascomycota,Sordariomycetes,Xylariales,Xylariaceae,uncl_Xylariaceae,uncl_Xylariaceae
OTU7840,Generalists,Fungi,Ascomycota,uncl_Ascomycota,uncl_Ascomycota,uncl_Ascomycota,uncl_Ascomycota,uncl_Ascomycota
OTU10521,NS,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,uncl_Fusarium
OTU5041,NS,Fungi,Basidiomycota,Ustilaginomycetes,Ustilaginales,Ustilaginaceae,Tranzscheliella,uncl_Tranzscheliella
OTU5716,NS,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,uncl_Penicillium
OTU1284,NS,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,uncl_Chaetothyriales,uncl_Chaetothyriales,uncl_Chaetothyriales
OTU3988,NS,Fungi,Mucoromycota,Glomeromycetes,uncl_Glomeromycetes,uncl_Glomeromycetes,uncl_Glomeromycetes,uncl_Glomeromycetes
OTU12189,Generalists,Fungi,Ascomycota,Dothideomycetes,Pleosporales,uncl_Pleosporales,uncl_Pleosporales,uncl_Pleosporales
OTU131,Specialists,Fungi,Ascomycota,Sordariomycetes,Sordariales,uncl_Sordariales,uncl_Sordariales,uncl_Sordariales
OTU476,Specialists,Fungi,Ascomycota,Sordariomycetes,Sordariales,uncl_Sordariales,uncl_Sordariales,uncl_Sordariales
OTU13013,Generalists,Fungi,Ascomycota,Dothideomycetes,Pleosporales,uncl_Pleosporales,uncl_Pleosporales,uncl_Pleosporales
OTU183,Specialists,Fungi,Ascomycota,Sordariomycetes,Sordariales,uncl_Sordariales,uncl_Sordariales,uncl_Sordariales
OTU9703,NS,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Curvularia,uncl_Curvularia
OTU3359,Generalists,Fungi,Mucoromycota,Glomeromycetes,Glomerales,Glomeraceae,Rhizophagus,uncl_Rhizophagus
OTU4198,NS,Fungi,Ascomycota,Dothideomycetes,Pleosporales,uncl_Pleosporales,uncl_Pleosporales,uncl_Pleosporales
OTU7264,NS,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Sporormiaceae,uncl_Sporormiaceae,uncl_Sporormiaceae
OTU7451,Generalists,Fungi,Ascomycota,Sordariomycetes,uncl_Sordariomycetes,uncl_Sordariomycetes,uncl_Sordariomycetes,uncl_Sordariomycetes
OTU5399,Generalists,Fungi,Ascomycota,Leotiomycetes,Helotiales,uncl_Helotiales,uncl_Helotiales,uncl_Helotiales
OTU11860,Generalists,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Curvularia,uncl_Curvularia
OTU115,NS,Fungi,Ascomycota,Dothideomycetes,Pleosporales,uncl_Pleosporales,uncl_Pleosporales,uncl_Pleosporales
OTU709,NS,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Hypocreaceae,Trichoderma,uncl_Trichoderma
OTU4381,NS,Fungi,Ascomycota,uncl_Ascomycota,uncl_Ascomycota,uncl_Ascomycota,uncl_Ascomycota,uncl_Ascomycota
OTU364,NS,Fungi,Ascomycota,Sordariomycetes,Hypocreales,uncl_Hypocreales,uncl_Hypocreales,uncl_Hypocreales
OTU11196,NS,Fungi,Ascomycota,Sordariomycetes,uncl_Sordariomycetes,uncl_Sordariomycetes,uncl_Sordariomycetes,uncl_Sordariomycetes
OTU7416,NS,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Cordycipitaceae,uncl_Cordycipitaceae,uncl_Cordycipitaceae
OTU186,Generalists,Fungi,Ascomycota,uncl_Ascomycota,uncl_Ascomycota,uncl_Ascomycota,uncl_Ascomycota,uncl_Ascomycota
OTU2521,NS,Fungi,Mucoromycota,Glomeromycetes,Glomerales,Glomeraceae,uncl_Glomeraceae,uncl_Glomeraceae
OTU127,NS,Fungi,Ascomycota,Eurotiomycetes,uncl_Eurotiomycetes,uncl_Eurotiomycetes,uncl_Eurotiomycetes,uncl_Eurotiomycetes
OTU2208,NS,Fungi,Ascomycota,Sordariomycetes,Xylariales,uncl_Xylariales,uncl_Xylariales,uncl_Xylariales
OTU5602,NS,Fungi,Ascomycota,Leotiomycetes,Helotiales,Hyaloscyphaceae,uncl_Hyaloscyphaceae,uncl_Hyaloscyphaceae
OTU13039,Generalists,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,uncl_Nectriaceae,uncl_Nectriaceae
OTU10922,Generalists,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Massarinaceae,Stagonospora,Stagonospora_bicolor
OTU229,Generalists,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Hypocreaceae,uncl_Hypocreaceae,uncl_Hypocreaceae
OTU51,Generalists,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Didymosphaeriaceae,uncl_Didymosphaeriaceae,uncl_Didymosphaeriaceae
OTU12561,Generalists,Fungi,Ascomycota,uncl_Ascomycota,uncl_Ascomycota,uncl_Ascomycota,uncl_Ascomycota,uncl_Ascomycota
OTU22,Generalists,Fungi,Ascomycota,Leotiomycetes,Helotiales,Mollisiaceae,Mollisia,uncl_Mollisia
OTU129,Generalists,Fungi,Ascomycota,uncl_Ascomycota,uncl_Ascomycota,uncl_Ascomycota,uncl_Ascomycota,uncl_Ascomycota
OTU34,Specialists,Fungi,Ascomycota,uncl_Ascomycota,uncl_Ascomycota,uncl_Ascomycota,uncl_Ascomycota,uncl_Ascomycota
OTU5042,Generalists,Fungi,Ascomycota,Sordariomycetes,uncl_Sordariomycetes,uncl_Sordariomycetes,uncl_Sordariomycetes,uncl_Sordariomycetes
OTU1513,Specialists,Fungi,Ascomycota,Dothideomycetes,uncl_Dothideomycetes,uncl_Dothideomycetes,uncl_Dothideomycetes,uncl_Dothideomycetes
OTU632,Specialists,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,uncl_Phaeosphaeriaceae,uncl_Phaeosphaeriaceae
OTU2171,NS,Fungi,Ascomycota,Pezizomycetes,Pezizales,Pyronemataceae,Geopora,uncl_Geopora
OTU2947,Specialists,Fungi,Ascomycota,uncl_Ascomycota,uncl_Ascomycota,uncl_Ascomycota,uncl_Ascomycota,uncl_Ascomycota
OTU663,NS,Fungi,Ascomycota,Leotiomycetes,Helotiales,uncl_Helotiales,uncl_Helotiales,uncl_Helotiales
OTU508,Specialists,Fungi,Ascomycota,uncl_Ascomycota,uncl_Ascomycota,uncl_Ascomycota,uncl_Ascomycota,uncl_Ascomycota
OTU4278,NS,Fungi,Ascomycota,Dothideomycetes,Pleosporales,uncl_Pleosporales,uncl_Pleosporales,uncl_Pleosporales
OTU5302,NS,Fungi,Ascomycota,Dothideomycetes,Pleosporales,uncl_Pleosporales,uncl_Pleosporales,uncl_Pleosporales
OTU4052,NS,Fungi,Ascomycota,Sordariomycetes,Hypocreales,uncl_Hypocreales,uncl_Hypocreales,uncl_Hypocreales
OTU401,Specialists,Fungi,Ascomycota,Sordariomycetes,Sordariales,uncl_Sordariales,uncl_Sordariales,uncl_Sordariales
OTU2691,NS,Fungi,Basidiomycota,Exobasidiomycetes,Exobasidiales,Brachybasidiaceae,Meira,uncl_Meira
OTU1084,NS,Fungi,Ascomycota,Sordariomycetes,uncl_Sordariomycetes,uncl_Sordariomycetes,uncl_Sordariomycetes,uncl_Sordariomycetes
OTU2427,NS,Fungi,Ascomycota,Dothideomycetes,Pleosporales,uncl_Pleosporales,uncl_Pleosporales,uncl_Pleosporales
OTU725,NS,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Lentitheciaceae,Keissleriella,uncl_Keissleriella
OTU757,NS,Fungi,Ascomycota,Dothideomycetes,Pleosporales,uncl_Pleosporales,uncl_Pleosporales,uncl_Pleosporales
OTU7638,NS,Fungi,Ascomycota,Sordariomycetes,Coniochaetales,uncl_Coniochaetales,uncl_Coniochaetales,uncl_Coniochaetales
OTU6299,Generalists,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,uncl_Chaetothyriales,uncl_Chaetothyriales,uncl_Chaetothyriales
OTU4265,NS,Fungi,Basidiomycota,Agaricostilbomycetes,Agaricostilbales,Chionosphaeraceae,Kurtzmanomyces,uncl_Kurtzmanomyces
OTU7244,NS,Fungi,Ascomycota,Orbiliomycetes,Orbiliales,Orbiliaceae,uncl_Orbiliaceae,uncl_Orbiliaceae
OTU4163,NS,Fungi,Ascomycota,Dothideomycetes,Pleosporales,uncl_Pleosporales,uncl_Pleosporales,uncl_Pleosporales
OTU3928,NS,Fungi,Ascomycota,uncl_Ascomycota,uncl_Ascomycota,uncl_Ascomycota,uncl_Ascomycota,uncl_Ascomycota
OTU527,NS,Fungi,Ascomycota,uncl_Ascomycota,uncl_Ascomycota,uncl_Ascomycota,uncl_Ascomycota,uncl_Ascomycota
OTU1515,Generalists,Fungi,Ascomycota,Arthoniomycetes,uncl_Arthoniomycetes,uncl_Arthoniomycetes,uncl_Arthoniomycetes,uncl_Arthoniomycetes
OTU8294,Generalists,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,uncl_Nectriaceae,uncl_Nectriaceae
OTU4689,NS,Fungi,Ascomycota,Sordariomycetes,Xylariales,Diatrypaceae,uncl_Diatrypaceae,uncl_Diatrypaceae
OTU3830,NS,Fungi,Mucoromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomus,uncl_Glomus
OTU5723,NS,Fungi,Basidiomycota,Agaricomycetes,Agaricales,uncl_Agaricales,uncl_Agaricales,uncl_Agaricales
OTU11825,Generalists,Fungi,Ascomycota,Dothideomycetes,Pleosporales,uncl_Pleosporales,uncl_Pleosporales,uncl_Pleosporales
OTU11083,NS,Fungi,Ascomycota,Dothideomycetes,Pleosporales,uncl_Pleosporales,uncl_Pleosporales,uncl_Pleosporales
OTU6184,NS,Fungi,Basidiomycota,Ustilaginomycetes,Ustilaginales,Ustilaginaceae,Tranzscheliella,Tranzscheliella_hypodytes
OTU2913,Generalists,Fungi,Ascomycota,uncl_Ascomycota,uncl_Ascomycota,uncl_Ascomycota,uncl_Ascomycota,uncl_Ascomycota
OTU3771,NS,Fungi,Ascomycota,uncl_Ascomycota,uncl_Ascomycota,uncl_Ascomycota,uncl_Ascomycota,uncl_Ascomycota
OTU2410,NS,Fungi,Mucoromycota,Glomeromycetes,uncl_Glomeromycetes,uncl_Glomeromycetes,uncl_Glomeromycetes,uncl_Glomeromycetes
OTU4562,NS,Fungi,Ascomycota,Orbiliomycetes,Orbiliales,uncl_Orbiliales,uncl_Orbiliales,uncl_Orbiliales
OTU10199,Generalists,Fungi,Ascomycota,Sordariomycetes,Diaporthales,uncl_Diaporthales,uncl_Diaporthales,uncl_Diaporthales
OTU4402,NS,Fungi,Ascomycota,Sordariomycetes,Xylariales,uncl_Xylariales,uncl_Xylariales,uncl_Xylariales
OTU12148,Generalists,Fungi,Ascomycota,Dothideomycetes,Pleosporales,uncl_Pleosporales,uncl_Pleosporales,uncl_Pleosporales
OTU12842,NS,Fungi,Mucoromycota,Glomeromycetes,uncl_Glomeromycetes,uncl_Glomeromycetes,uncl_Glomeromycetes,uncl_Glomeromycetes
OTU1372,Generalists,Fungi,Ascomycota,Leotiomycetes,Helotiales,uncl_Helotiales,uncl_Helotiales,uncl_Helotiales
OTU3071,NS,Fungi,Ascomycota,Sordariomycetes,Sordariales,uncl_Sordariales,uncl_Sordariales,uncl_Sordariales
OTU8027,NS,Fungi,Ascomycota,Orbiliomycetes,Orbiliales,Orbiliaceae,uncl_Orbiliaceae,uncl_Orbiliaceae
OTU277,NS,Fungi,Basidiomycota,Agaricomycetes,Hymenochaetales,Hymenochaetaceae,Hymenochaete,uncl_Hymenochaete
OTU8974,NS,Fungi,Mucoromycota,uncl_Mucoromycota,uncl_Mucoromycota,uncl_Mucoromycota,uncl_Mucoromycota,uncl_Mucoromycota
OTU117,Generalists,Fungi,Ascomycota,Dothideomycetes,Pleosporales,uncl_Pleosporales,uncl_Pleosporales,uncl_Pleosporales
OTU2562,NS,Fungi,Mucoromycota,Glomeromycetes,Glomerales,Glomeraceae,uncl_Glomeraceae,uncl_Glomeraceae
OTU5026,NS,Fungi,Ascomycota,Sordariomycetes,Hypocreales,uncl_Hypocreales,uncl_Hypocreales,uncl_Hypocreales
OTU3004,NS,Fungi,Ascomycota,Arthoniomycetes,Lichenostigmatales,Phaeococcomycetaceae,Phaeococcomyces,uncl_Phaeococcomyces
OTU9505,NS,Fungi,Ascomycota,Dothideomycetes,Pleosporales,uncl_Pleosporales,uncl_Pleosporales,uncl_Pleosporales
OTU3180,NS,Fungi,Mucoromycota,Glomeromycetes,Glomerales,Glomeraceae,uncl_Glomeraceae,uncl_Glomeraceae
OTU1935,Specialists,Fungi,Basidiomycota,Agaricostilbomycetes,Agaricostilbales,Chionosphaeraceae,Kurtzmanomyces,uncl_Kurtzmanomyces
OTU1773,Specialists,Fungi,Basidiomycota,Agaricomycetes,Agaricales,uncl_Agaricales,uncl_Agaricales,uncl_Agaricales
OTU6655,NS,Fungi,Ascomycota,uncl_Ascomycota,uncl_Ascomycota,uncl_Ascomycota,uncl_Ascomycota,uncl_Ascomycota
OTU1523,NS,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Cladosporiaceae,Rachicladosporium,uncl_Rachicladosporium
OTU6619,NS,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,uncl_Nectriaceae,uncl_Nectriaceae
OTU2584,NS,Fungi,Basidiomycota,Tremellomycetes,uncl_Tremellomycetes,uncl_Tremellomycetes,uncl_Tremellomycetes,uncl_Tremellomycetes
OTU2543,Generalists,Fungi,Ascomycota,Lecanoromycetes,uncl_Lecanoromycetes,uncl_Lecanoromycetes,uncl_Lecanoromycetes,uncl_Lecanoromycetes
OTU9554,NS,Fungi,Chytridiomycota,uncl_Chytridiomycota,uncl_Chytridiomycota,uncl_Chytridiomycota,uncl_Chytridiomycota,uncl_Chytridiomycota
OTU192,Generalists,Fungi,Ascomycota,Sordariomycetes,Sordariales,uncl_Sordariales,uncl_Sordariales,uncl_Sordariales
OTU692,Specialists,Fungi,Ascomycota,Dothideomycetes,Pleosporales,uncl_Pleosporales,uncl_Pleosporales,uncl_Pleosporales
OTU495,Specialists,Fungi,Ascomycota,Dothideomycetes,uncl_Dothideomycetes,uncl_Dothideomycetes,uncl_Dothideomycetes,uncl_Dothideomycetes
OTU1348,NS,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Sporormiaceae,uncl_Sporormiaceae,uncl_Sporormiaceae
OTU5893,NS,Fungi,Ascomycota,Sordariomycetes,Myrmecridiales,Myrmecridiaceae,Myrmecridium,Myrmecridium_schulzeri
OTU2025,NS,Fungi,Ascomycota,Dothideomycetes,Pleosporales,uncl_Pleosporales,uncl_Pleosporales,uncl_Pleosporales
OTU2759,NS,Fungi,Ascomycota,Arthoniomycetes,Lichenostigmatales,Phaeococcomycetaceae,Phaeococcomyces,uncl_Phaeococcomyces
OTU419,NS,Fungi,Ascomycota,Sordariomycetes,Sordariales,uncl_Sordariales,uncl_Sordariales,uncl_Sordariales
OTU7554,NS,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,uncl_Fusarium
OTU4,Generalists,Fungi,Ascomycota,Dothideomycetes,Pleosporales,uncl_Pleosporales,uncl_Pleosporales,uncl_Pleosporales
OTU620,NS,Fungi,Ascomycota,Leotiomycetes,Helotiales,uncl_Helotiales,uncl_Helotiales,uncl_Helotiales
OTU10184,Specialists,Fungi,Ascomycota,Dothideomycetes,Pleosporales,uncl_Pleosporales,uncl_Pleosporales,uncl_Pleosporales
OTU8080,Generalists,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,uncl_Chaetothyriales,uncl_Chaetothyriales,uncl_Chaetothyriales
OTU5316,Generalists,Fungi,Ascomycota,Dothideomycetes,uncl_Dothideomycetes,uncl_Dothideomycetes,uncl_Dothideomycetes,uncl_Dothideomycetes
OTU5174,NS,Fungi,Mucoromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomus,uncl_Glomus
OTU6,Generalists,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Periconiaceae,Periconia,uncl_Periconia
OTU7274,Generalists,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,uncl_Nectriaceae,uncl_Nectriaceae
OTU4021,NS,Fungi,Ascomycota,Sordariomycetes,uncl_Sordariomycetes,uncl_Sordariomycetes,uncl_Sordariomycetes,uncl_Sordariomycetes
OTU478,Specialists,Fungi,Ascomycota,Dothideomycetes,Pleosporales,uncl_Pleosporales,uncl_Pleosporales,uncl_Pleosporales
OTU3017,Specialists,Fungi,Basidiomycota,Agaricomycetes,Sebacinales,uncl_Sebacinales,uncl_Sebacinales,uncl_Sebacinales
OTU846,Specialists,Fungi,Ascomycota,Sordariomycetes,Sporidesmiales,uncl_Sporidesmiales,uncl_Sporidesmiales,uncl_Sporidesmiales
OTU3362,NS,Fungi,Ascomycota,Leotiomycetes,uncl_Leotiomycetes,uncl_Leotiomycetes,uncl_Leotiomycetes,uncl_Leotiomycetes
OTU1533,Specialists,Fungi,Basidiomycota,Agaricomycetes,uncl_Agaricomycetes,uncl_Agaricomycetes,uncl_Agaricomycetes,uncl_Agaricomycetes
OTU516,NS,Fungi,Basidiomycota,uncl_Basidiomycota,uncl_Basidiomycota,uncl_Basidiomycota,uncl_Basidiomycota,uncl_Basidiomycota
OTU5715,NS,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,uncl_Chaetothyriales,uncl_Chaetothyriales,uncl_Chaetothyriales
OTU6498,NS,Fungi,Basidiomycota,uncl_Basidiomycota,uncl_Basidiomycota,uncl_Basidiomycota,uncl_Basidiomycota,uncl_Basidiomycota
OTU339,Specialists,Fungi,Ascomycota,uncl_Ascomycota,uncl_Ascomycota,uncl_Ascomycota,uncl_Ascomycota,uncl_Ascomycota
OTU1940,NS,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Melanommataceae,uncl_Melanommataceae,uncl_Melanommataceae
OTU4341,NS,Fungi,Ascomycota,Orbiliomycetes,Orbiliales,Orbiliaceae,uncl_Orbiliaceae,uncl_Orbiliaceae
OTU2554,NS,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Stachybotryaceae,uncl_Stachybotryaceae,uncl_Stachybotryaceae
OTU1852,NS,Fungi,Ascomycota,Dothideomycetes,Dothideales,uncl_Dothideales,uncl_Dothideales,uncl_Dothideales
OTU7501,NS,Fungi,Ascomycota,uncl_Ascomycota,uncl_Ascomycota,uncl_Ascomycota,uncl_Ascomycota,uncl_Ascomycota
OTU7663,NS,Fungi,Ascomycota,uncl_Ascomycota,uncl_Ascomycota,uncl_Ascomycota,uncl_Ascomycota,uncl_Ascomycota
OTU8200,NS,Fungi,Ascomycota,Lecanoromycetes,uncl_Lecanoromycetes,uncl_Lecanoromycetes,uncl_Lecanoromycetes,uncl_Lecanoromycetes
OTU518,Specialists,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Massarinaceae,uncl_Massarinaceae,uncl_Massarinaceae
OTU997,NS,Fungi,Basidiomycota,Agaricomycetes,Auriculariales,Auriculariales_fam_Incertae_sedis,uncl_Auriculariales_fam_Incertae_sedis,uncl_Auriculariales_fam_Incertae_sedis
OTU4041,NS,Fungi,Ascomycota,Lecanoromycetes,Ostropales,Stictidaceae,uncl_Stictidaceae,uncl_Stictidaceae
OTU697,NS,Fungi,Basidiomycota,Agaricomycetes,Atheliales,uncl_Atheliales,uncl_Atheliales,uncl_Atheliales
OTU4650,NS,Fungi,Ascomycota,Dothideomycetes,uncl_Dothideomycetes,uncl_Dothideomycetes,uncl_Dothideomycetes,uncl_Dothideomycetes
OTU1953,Specialists,Fungi,Ascomycota,Sordariomycetes,Hypocreales,uncl_Hypocreales,uncl_Hypocreales,uncl_Hypocreales
OTU347,NS,Fungi,Ascomycota,Dothideomycetes,Pleosporales,uncl_Pleosporales,uncl_Pleosporales,uncl_Pleosporales
OTU4027,NS,Fungi,Ascomycota,uncl_Ascomycota,uncl_Ascomycota,uncl_Ascomycota,uncl_Ascomycota,uncl_Ascomycota
OTU7115,Specialists,Fungi,Ascomycota,Sordariomycetes,uncl_Sordariomycetes,uncl_Sordariomycetes,uncl_Sordariomycetes,uncl_Sordariomycetes
OTU920,NS,Fungi,Ascomycota,Sordariomycetes,Sporidesmiales,uncl_Sporidesmiales,uncl_Sporidesmiales,uncl_Sporidesmiales
OTU633,NS,Fungi,Ascomycota,uncl_Ascomycota,uncl_Ascomycota,uncl_Ascomycota,uncl_Ascomycota,uncl_Ascomycota
OTU4174,NS,Fungi,Ascomycota,Leotiomycetes,Thelebolales,Thelebolaceae,Thelebolus,uncl_Thelebolus
OTU6119,NS,Fungi,Ascomycota,Dothideomycetes,Mycosphaerellales,uncl_Mycosphaerellales,uncl_Mycosphaerellales,uncl_Mycosphaerellales
OTU967,Specialists,Fungi,Basidiomycota,Agaricomycetes,Atheliales,Atheliaceae,Athelia,Athelia_arachnoidea
OTU2869,NS,Fungi,Basidiomycota,Agaricomycetes,Cantharellales,Ceratobasidiaceae,uncl_Ceratobasidiaceae,uncl_Ceratobasidiaceae
OTU4123,NS,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Cladosporiaceae,uncl_Cladosporiaceae,uncl_Cladosporiaceae
OTU7685,NS,Fungi,Basidiomycota,Exobasidiomycetes,Exobasidiales,Brachybasidiaceae,Meira,uncl_Meira
OTU4624,NS,Fungi,Ascomycota,Dothideomycetes,Microthyriales,uncl_Microthyriales,uncl_Microthyriales,uncl_Microthyriales
OTU4563,NS,Fungi,Ascomycota,Lecanoromycetes,Ostropales,Stictidaceae,Karstenia,uncl_Karstenia
OTU1506,NS,Fungi,Ascomycota,Dothideomycetes,Pleosporales,uncl_Pleosporales,uncl_Pleosporales,uncl_Pleosporales
OTU4976,NS,Fungi,Ascomycota,uncl_Ascomycota,uncl_Ascomycota,uncl_Ascomycota,uncl_Ascomycota,uncl_Ascomycota
OTU2637,NS,Fungi,Basidiomycota,Tremellomycetes,Tremellales,Bulleraceae,Genolevuria,Genolevuria_armeniaca
OTU5912,NS,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hygrophoraceae,Arrhenia,uncl_Arrhenia
OTU2069,NS,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Melanommataceae,uncl_Melanommataceae,uncl_Melanommataceae
OTU12401,NS,Fungi,Ascomycota,uncl_Ascomycota,uncl_Ascomycota,uncl_Ascomycota,uncl_Ascomycota,uncl_Ascomycota
OTU4408,NS,Fungi,Ascomycota,Sordariomycetes,uncl_Sordariomycetes,uncl_Sordariomycetes,uncl_Sordariomycetes,uncl_Sordariomycetes
OTU13117,NS,Fungi,Ascomycota,Sordariomycetes,Hypocreales,uncl_Hypocreales,uncl_Hypocreales,uncl_Hypocreales
OTU595,NS,Fungi,Ascomycota,Dothideomycetes,Pleosporales,uncl_Pleosporales,uncl_Pleosporales,uncl_Pleosporales
OTU12362,Generalists,Fungi,Basidiomycota,Agaricomycetes,Agaricales,uncl_Agaricales,uncl_Agaricales,uncl_Agaricales
OTU7314,NS,Fungi,Basidiomycota,Cystobasidiomycetes,uncl_Cystobasidiomycetes,uncl_Cystobasidiomycetes,uncl_Cystobasidiomycetes,uncl_Cystobasidiomycetes
OTU5027,NS,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Lentitheciaceae,Keissleriella,Keissleriella_trichophoricola
OTU3580,NS,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Bionectriaceae,Nectriella,uncl_Nectriella
OTU3450,NS,Fungi,Ascomycota,Arthoniomycetes,uncl_Arthoniomycetes,uncl_Arthoniomycetes,uncl_Arthoniomycetes,uncl_Arthoniomycetes
OTU3208,NS,Fungi,Ascomycota,Orbiliomycetes,Orbiliales,uncl_Orbiliales,uncl_Orbiliales,uncl_Orbiliales
